"CourseTitle","Category","Sub Category","CourseWebsite","Duration","DurationTerm","StudyMode","DegreeLevel","IntakeDay","IntakeMonth","ApplyDay","ApplyMonth","City","DomesticOnly","InternationalFee","DomesticFee","FeeTerm","FeeYear","Currency","StudyLoad","Language","IELTS_Listening","IELTS_Speaking","IELTS_Writing","IELTS_Reading","IELTS_Overall","PTE_Listening","PTE_Speaking","PTE_Writing","PTE_Reading","PTE_Overall","TOEFL_Listening","TOEFL_Speaking","TOEFL_Writing","TOEFL_Reading","TOEFL_Overall","English Test","English Test Reading","English Test Listening","English Test Speaking","English Test Writing","English Test Overall","AcademicLevel","AcademicScore","ScoreType","AcademicCountry","OtherTest","Score","OtherRequirement","CourseDescription","CourseStructure","Career"
"Interior Design, BA (Hons)",,,"https://www.bathspa.ac.uk/courses/ug-interior-design/",,,,"Undergraduate degree - single honours",,,,,,,15300,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>We accept a wide range of qualifications for entry to our undergraduate programmes. The main ones are listed below:</p>
<ul>
<li>A Level - grades BCC-CCC including a Grade C in Art and Design or related subject.</li>
<li>BTEC - Extended Diploma grades from Distinction, Merit, Merit (DMM) to Merit, Merit, Merit (MMM) in a related subject, or evidence of experience in Art and Design.</li>
<li>International Baccalaureate - a minimum of 27 points are required in addition to a HL Art subject at grade 6.</li>
<li>Access to HE courses - typical offers for applicants with Access to HE will be the Access to HE Diploma or Access to HE Certificate (60 credits, 45 of which must be Level 3, including 30 at merit or higher) together with evidence of experience in Art and Design.</li>
</ul>
<p><strong>English Language Requirements for International and EU Applicants</strong></p>
<p>IELTS 6.0 - for visa nationals, with a minimum score of IELTS 5.5 in each element.</p>
<p><strong>Course enquiries</strong></p>
<p>For further information about the programme or entry requirements, please email us at <a href=""mailto:admissions@bathspa.ac.uk"" target=""_blank"">admissions@bathspa.ac.uk</a>.</p></div>","<div class=""collapsible-content-text""><p>From the outset, you'll develop design proposals, working across a range of interior spaces such as restaurants, hotels, retail spaces and museums. In today's design world, sustainability is paramount. Finding new uses for old buildings is a key skill. </p>
<p>Design Studio projects form the core of the course, and you're supported through seminars and lectures to develop knowledge of contemporary interior design practice. You'll also have the opportunity to learn about teamwork and client relationships by working on ""live"" projects with external audiences or collaborators. </p>
<p>Historical and critical studies modules allow you to learn about the history of design and develop key writing and communicating skills, leading to an extended essay in your final year. <br> <br>You'll explore the professional world through Professional Context modules, developing knowledge of contemporary designers, how they work, and the projects they have completed. This will include visits to factories, production companies, studios, exhibitions, and recently completed projects.</p></div>","<div class=""collapsible-content-text""><p><strong>Year one</strong><br>You'll begin by undertaking design projects to learn fundamental skills in observation, measured surveys, drawing, and knowledge of materials and structures.</p>
<p><strong>Year two</strong><br>You'll continue with design project work, which will require you to develop your drawing, CAD, and model making skills to effectively communicate your ideas and design proposals in presentations and formal critiques.</p>
<p><strong>Year three<br></strong>In your final year, a project that includes the construction of an element of your design work at full size will enable a more in-depth understanding of construction and the tactile qualities of materials.</p></div>","<div class=""collapsible-content-text""><p>The range of professional destinations for Interior Design graduates is very broad. As well as the more traditional roles in architectural and interior design practices, many graduates go on to work in other specialist design fields such as:</p>
<ul>
<li>Exhibitions and trade fairs</li>
<li>Retail and shopfitting</li>
<li>Theatre and stage</li>
<li>Film and TV production.</li>
</ul>
<p>Practical skills developed through the course can also lead to careers in model making, animation, lighting design, and other related disciplines.</p></div>"
"Integrated Foundation Year, For Art and Design Courses",,,"https://www.bathspa.ac.uk/courses/ify-art-and-design/",,,,"Integrated Foundation and Undergraduate ",,,,,,,,,,,,,,5.5,5.5,5.5,5.5,6,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p><span style=""font-weight: 400;"">We accept a wide range of qualifications for entry to our undergraduate programmes. The main ones are listed below:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">A Level - grades BCC-CCC preferred including a Grade C in an Art and Design or related subject.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">BTEC - Extended Diploma grades from Distinction, Merit, Merit (DMM) to Merit, Merit, Merit (MMM) in a related subject, or evidence of experience in Art</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">International Baccalaureate - a minimum of 27 points are required in addition to a HL Art subject at grade 6.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Access to HE courses - typical offers for applicants with Access to HE will be the Access to HE Diploma or Access to HE Certificate (60 credits, 45 of which must be Level 3, including 30 at merit or higher) together with evidence of experience in Art or Design.</span></li>
</ul>
<p><strong>English Language Requirements for International and EU Applicants</strong></p>
<p><span style=""font-weight: 400;"">IELTS 6.0 - for visa nationals, with a minimum score of IELTS 5.5 in each element.</span></p>
<p><strong>Applicants will also need to provide a digital portfolio for review.</strong></p>
<p><strong>Course enquiries<br></strong>For further information about the programme or entry requirements, please email us at <a href=""mailto:admissions@bathspa.ac.uk."" target=""_blank"">admissions@bathspa.ac.uk.</a></p></div>","<div class=""collapsible-content-text""><p>Develop your ideas, skills and confidence during this Foundation course, in readiness for your chosen degree course.</p>
<p>Begin with a fast-paced introduction to experimentation and play as forms of investigation through active drawing, observation, making and recording.</p>
<p>You'll continue your enquiries into materials, processes and concepts, and select media, materials and technologies to create personal solutions in response to course briefs.</p>
<p>Finally, you'll specialise in your chosen discipline. You'll prepare and define objectives for a major personal project, assess your own work in relation to that of others, visually investigate and improve your preliminary ideas, and successfully<br>oversee your major personal project from beginning to end.</p></div>","<div class=""collapsible-content-text""><h3>Foundation year modules</h3>
<p><strong>Play Make Draw</strong><br>You'll explore and expand on a broad range of approaches within art and design. We'll introduce the notion of a personal body of work; integral to this is the development of contextual awareness through interpretation of information and ideas.</p>
<p><strong>Evolve</strong><br>Identify and develop personal connections to explore ways of working within contemporary art and design. You'll reflect on and evaluate your progress and performance, and develop a responsive approach to advice and guidance. You'll also maintain reflective records via sketchbooks, logs, and/or journals.</p>
<p><strong>Develop</strong></p>
<p>Key to this module is your reflective and analytical approach to personal learning, project planning and outcomes. You'll identify and adapt appropriate methods and materials to develop ideas that address specific pathway briefs. You'll also develop an integrated approach to research and ideas, maintaining a detailed reflective journal throughout.</p>
<p><strong>Realise</strong></p>
<p>You'll create, manage, and curate a body of work within your chosen specialism for public exhibition. You'll write a proposal outlining a sustained art and design project that is inspirational, realistic and achievable (using a wide range of critical, contextual perspectives) and identify your project aims, objectives and influences.</p>
<p>Reflection and evaluation will play a key role in this task, and your work must be supported by evidence of this process, together with your experimentations and researches into the work of others to underpin and support your project.</p>
<h3>Undergraduate degree</h3>
<p>On successful completion of the Bath Spa University Foundation Diploma in Art and Design, you'll progress to your chosen art and design degree course. See individual course pages for the structure of your chosen degree programme:</p>
<ul>
<li><a href=""/courses/ug-creative-arts-practice/"">BA (Hons) Creative Arts Practice</a></li>
<li><a href=""/courses/ug-digital-animation/"">BA (Hons) Digital Animation</a></li>
<li><a href=""/courses/ug-fashion-design/"">BA (Hons) Fashion Design</a></li>
<li><a href=""/courses/ug-fine-art/"">BA (Hons) Fine Art</a></li>
<li><a href=""/courses/ug-furniture-and-product-design/"">BA (Hons) Furniture and Product Design</a></li>
<li><a href=""/courses/ug-graphic-communication/"">BA (Hons) Graphic Communication</a></li>
<li><a href=""/courses/ug-interior-design/"">BA (Hons) Interior Design</a></li>
<li><a href=""/courses/ug-photography/"">BA (Hons) Photography</a></li>
<li><a href=""/courses/ug-textile-design-for-fashion-and-interiors/"">BA (Hons) Textile Design for Fashion and Interiors</a>.</li>
</ul></div>",
"PGCE Secondary Design and Technology, PGCE",,,"https://www.bathspa.ac.uk/courses/pgce-secondary-design-and-technology/",,,,"Initial Teacher Education ",,,,,,,13700,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>At the heart of the PGCE Secondary programme is the notion of the teacher as a reflective practitioner. The course nurtures and develops a reflective approach to teaching and learning, and encourages BSTs (Bath Spa Teachers) to take a critical stance in their work. The Professional Studies programme is at the core of the PGCE Secondary programme, which integrates both University and partnership training.</p>
<p>You'll be organised in mixed subject groups, positioning you as a BST in the broader context of professional practice. The key generic and pedagogical issues addressed take you beyond the confines of the traditional subject curriculum.</p>
<p>The PGCE year starts with an initial preparatory period which tackles the notion of the role of the teaching professional, with an emphasis on the Design and Technology practitioner. Through Professional Studies, and subject and pedagogical teaching modules, you'll begin to develop an understanding of the breadth of the role of the teacher as well as becoming familiar with the subject knowledge, skills, and pedagogies associated with your own particular subject.</p>
<p>Throughout the PGCE year, you'll track your experiences. Towards the end of the programme, you'll have the opportunity to undertake your own personalised professional development, through the opportunity to experience situations you have not yet come across. These may include schools in challenging circumstances, or working with pupils with English as an additional language - depending on the setting you have worked most closely with thus far. Furthermore, these weeks offer you the opportunity to enrich your profile, for example by teaching a subsidiary subject or specialising in working with pupils with special educational needs.</p></div>",,"<div class=""collapsible-content-text""><p>This Secondary teacher training course produces outstanding teachers with the relevant skills, knowledge, understanding and experiences necessary to face the challenges of the twenty-first-century teacher.</p>
<p>On successful completion of the programme, you'll be awarded the Postgraduate Certificate in Education (Level 7), with a recommendation to the Department for Education for the award of Qualified Teacher Status. This enables qualified Bath Spa Teachers to apply for a wider range of teaching posts and other education-based employment.</p></div>"
"PGCE Secondary Computing, PGCE",,,"https://www.bathspa.ac.uk/courses/pgce-secondary-computing/",,,,"Initial Teacher Education ",,,,,,,13700,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>At the heart of the PGCE Secondary programme is the notion of the teacher as a reflective practitioner. The course nurtures and develops a reflective approach to teaching and learning, and encourages BSTs (Bath Spa Teachers) to take a critical stance in their work. The Professional Studies programme is at the core of the PGCE Secondary programme, which integrates both University and partnership training.</p>
<p>You'll be organised in mixed subject groups, positioning you as a BST in the broader context of professional practice. The key generic and pedagogical issues addressed take you beyond the confines of the traditional subject curriculum.</p>
<p>The PGCE year starts with an initial preparatory period which tackles the notion of the role of the teaching professional, with an emphasis on the Computing and ICT practitioner. Through Professional Studies, and subject and pedagogical teaching modules, you'll begin to develop an understanding of the breadth of the role of the teacher as well as becoming familiar with the subject knowledge, skills, and pedagogies associated with your own particular subject.</p>
<p>Throughout the PGCE year, you'll track your experiences. Towards the end of the programme, you'll have the opportunity to undertake your own personalised professional development, through the opportunity to experience situations you have not yet come across. These may include schools in challenging circumstances, or working with pupils with English as an additional language - depending on the setting you have worked most closely with thus far. Furthermore, these weeks offer you the opportunity to enrich your profile, for example by teaching a subsidiary subject or specialising in working with pupils with special educational needs.</p></div>",,"<div class=""collapsible-content-text""><p>This Secondary teacher training course produces outstanding teachers with the relevant skills, knowledge, understanding and experiences necessary to face the challenges of the twenty-first-century teacher.</p>
<p>On successful completion of the programme, you'll be awarded the Postgraduate Certificate in Education (Level 7), with a recommendation to the Department for Education for the award of Qualified Teacher Status. This enables qualified Bath Spa Teachers to apply for a wider range of teaching posts and other education-based employment.</p></div>"
"PGCE Secondary Business Studies, PGCE",,,"https://www.bathspa.ac.uk/courses/pgce-secondary-business-studies/",,,,"Initial Teacher Education ",,,,,,,13700,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>At the heart of the PGCE Secondary programme is the notion of the teacher as a reflective practitioner. The course nurtures and develops a reflective approach to teaching and learning, and encourages BSTs (Bath Spa Teachers) to take a critical stance in their work. The Professional Studies programme is at the core of the PGCE Secondary programme, which integrates both University and partnership training.</p>
<p>You'll be organised in mixed subject groups, positioning you as a BST in the broader context of professional practice. The key generic and pedagogical issues addressed take you beyond the confines of the traditional subject curriculum.</p>
<p>The PGCE year starts with an initial preparatory period which tackles the notion of the role of the teaching professional, with an emphasis on the Secondary Business teacher. Through Professional Studies, and subject and pedagogical teaching modules, you'll begin to develop an understanding of the breadth of the role of the teacher as well as becoming familiar with the subject knowledge, skills, and pedagogies associated with your own particular subject.</p>
<p>Throughout the PGCE year, you'll track your experiences. Towards the end of the programme, you'll have the opportunity to undertake your own personalised professional development, through the opportunity to experience situations you have not yet come across. These may include schools in challenging circumstances, or working with pupils with English as an additional language - depending on the setting you have worked most closely with thus far. Furthermore, these weeks offer you the opportunity to enrich your profile, for example by teaching a subsidiary subject or specialising in working with pupils with special educational needs.</p></div>",,"<div class=""collapsible-content-text""><p>This Secondary teacher training course produces outstanding teachers with the relevant skills, knowledge, understanding and experiences necessary to face the challenges of the twenty-first-century teacher.</p>
<p>On successful completion of the programme, you'll be awarded the Postgraduate Certificate in Education (Level 7), with a recommendation to the Department for Education for the award of Qualified Teacher Status. This enables qualified Bath Spa Teachers to apply for a wider range of teaching posts and other education-based employment.</p></div>"
"PGCE Secondary Art and Design, PGCE",,,"https://www.bathspa.ac.uk/courses/pgce-secondary-art-and-design/",,,,"Initial Teacher Education ",,,,,,,13700,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p><span style=""font-weight: 400;"">This programme utilises the excellent art facilities at Bath Spa including specialist art studios, library and grounds. Close integration between University and school-based programme components provides a thorough grounding in all aspects of art and design education at secondary level.</span></p>
<p><span style=""font-weight: 400;"">When you graduate, you’ll be fully qualified to teach, with the essential skills and confidence that you’ll need to be successful in the classroom.</span></p></div>",,"<div class=""collapsible-content-text""><p>This Secondary teacher training course produces outstanding teachers with the relevant skills, knowledge, understanding and experiences necessary to face the challenges of the twenty-first-century teacher.</p>
<p>On successful completion of the programme, you'll be awarded the Postgraduate Certificate in Education (Level 7), with a recommendation to the Department for Education for the award of Qualified Teacher Status. This enables qualified Bath Spa Teachers to apply for a wider range of teaching posts and other education-based employment.</p></div>"
"National Award for Special Educational Needs Coordination, National Award for SENCO and PGCert",,,"https://www.bathspa.ac.uk/courses/pg-senco/",,,,"Postgraduate degree ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>The National Award for SENCo is a mandatory award for all SENCOs new to post, and must be achieved within three years of taking up the post. The National Award for SENCo explores the key aspects of the role of the SENCo, as specified in the Learning Outcomes for National Award for Special Educational (NCTL, 2014). Current legislation and national perspectives are explored in relation to the role of the SENCo.</p>
<p>You’ll critically explore areas such as pupil voice and parent engagement. Alongside this, you’ll investigate the key areas relating to the strategic and leadership aspect of the role, for example finance, data, management, and the role of Ofsted.</p>
<p>You’ll develop skills that can immediately be put into place in your setting. You’ll gain a deeper understanding of the SENCo role, and effective practice. Throughout the award, there is ample opportunity to link theory and practice through collectively exploring practical solutions to identified issues.</p></div>",,"<div class=""collapsible-content-text""><p>The National Award for SENCo is ideal for current teachers who are interested in working in the area of SEN. New SENCOs must achieve the National Award for SENCO within three years of appointment. Those who complete the National Award for SENCo can accredit their prior learning towards the <a href=""/courses/pg-inclusive-education/"">Master’s in Inclusive Education</a>.</p></div>"
"Performing Shakespeare, MA",,,"https://www.bathspa.ac.uk/courses/pg-performing-shakespeare/",,,,"Postgraduate degree ",,,,,,,14700,7600,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>We place emphasis on practice-based work. You’ll take part in workshops on voice, text, movement and directing in our state-of-the-art studios.</p>
<p>In addition, you’ll explore current research methods at Master's level and examine Shakespeare’s theatre through theoretical, historical, and cultural contexts.</p></div>","<div class=""collapsible-content-text""><p><strong>Trimester one</strong><br>From the start of the course, you’ll be immersed in a practical training which leads to performances of monologues, duologues, and scenes. You’ll also get a grounding in current research methods, completing practical or scholarly research. This leads to a presentation and an essay.</p>
<p><strong>Trimester two</strong><br>We’ll give you the opportunity to train at Shakespeare’s Globe in London. You’ll develop your training into a professional portfolio. Alongside this, you’ll develop a theatre company with fellow students for public performances.</p>
<p><strong>Trimester three</strong><br>You can choose to undertake a more traditional written dissertation, a performance-based dissertation, or a mixture of the two. Previous students have undertaken productions, workshops and research into stage and screen productions as part of their dissertation.</p></div>","<div class=""collapsible-content-text""><p><span style=""font-weight: 400;"">Our graduates have become:</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Producers</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Actors</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Teachers</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">PhD students.</span></li>
</ul>
<p><strong><span style=""font-weight: 400;"">Other students have set up their own theatre companies.</span></strong></p></div>"
"Music Performance, MA",,,"https://www.bathspa.ac.uk/courses/pg-music-performance/",,,,"Postgraduate degree ",,,,,,,14700,7600,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>This course gives you, as an instrumental/vocal performer, the skills and opportunities to develop your individual and ensemble skills to a high level. You’ll undertake four modules over two trimesters and a double module in your third trimester (final recital).</p>
<p>You may explore areas of your own interest, which may relate to staff specialisms, such as opera (Garth Bardsley), early music and music of the Georgian period (Dr Matthew Spring), and romantic and early twentieth-century music (<a href=""/our-people/charles-wiffen/"">Dr Charles Wiffen</a>), or piano skills and improvisation (Thomas Whorley).</p></div>","<div class=""collapsible-content-text""><p><strong>Trimester one</strong><br>In Performance One, you’ll develop your performance skills and technique, and extend your repertoire. Alongside this, the Research Methodologies and Context module gives you a thorough grounding in research methodology. Your development as a performer is supported by regular one-to-one lessons with a specialist teacher.</p>
<p><strong>Trimester two</strong><br>The second trimester extends your development as a performer. The Performance Two module develops performance skills and repertoire while furthering your understanding of performance history and practice. You’ll also explore strategies for marketing yourself.</p>
<p>You’ll have a choice of modules at this stage and the opportunity to work with peers and across subject boundaries in the Professional Collaboration module. Alternatively, you could study an Intercultural Musicology module that allows you to study genres across different cultures, or to join an Opera Studies module that culminates in a public performance of an opera or opera excerpts.</p>
<p><strong>Trimester three</strong><br>The third trimester involves a Major Project, for which you’ll prepare a programme for a substantial public performance. The content and structure of this project is to be negotiated with course tutors.</p></div>","<div class=""collapsible-content-text""><p><strong>Previous graduate destinations include:</strong></p>
<ul>
<li>Doctoral studies at Durham University</li>
<li>Freelance repetiteur and keyboard/continuo specialist</li>
<li>Choir Director and Piano/Vocal Tutor</li>
<li>Marines Conductor</li>
<li>Opera Studies at the Guildhall School of Music and Drama</li>
<li>Freelance classical and early music singer.</li>
</ul>
<p><strong>Our graduates work in a wide range of performance-related areas such as:</strong></p>
<ul>
<li>Orchestral performance</li>
<li>Opera</li>
<li>Conducting</li>
<li>Choral direction</li>
<li>Chamber music</li>
<li>Accompaniment</li>
<li>Session work</li>
<li>Music promotion</li>
<li>Record labels</li>
<li>Broadcast media</li>
<li>Instrumental teaching</li>
<li>Group teaching</li>
<li>Community music projects</li>
<li>University lecturing.</li>
</ul></div>"
"Music, BA (Hons)",,,"https://www.bathspa.ac.uk/courses/ug-music/",,,,"Undergraduate degree - single or combined honours",,,,,,,15300,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>We accept a wide range of qualifications for entry to our undergraduate programmes. The main ones are listed below:</p>
<ul>
<li>A Level - grades BCC-CCC including a Grade C in Music, Music Technology or a related subject.</li>
<li>BTEC - Extended Diploma grades from Distinction, Merit, Merit (DMM) to Merit, Merit, Merit (MMM) in a related subject, or evidence of experience in Music or Music technology.</li>
<li>International Baccalaureate - a minimum of 27 points are required in addition to evidence of a high level of experience in music, composing, music technology or music performance.</li>
<li>Access to HE courses - typical offers for applicants with Access to HE will be the Access to HE Diploma or Access to HE Certificate (60 credits, 45 of which must be Level 3, including 30 at merit or higher) together with evidence of a high level of experience in music, composing, music technology or music performance.</li>
</ul>
<p><strong>English Language Requirements for International and EU Applicants</strong></p>
<p>IELTS 6.0 - for visa nationals, with a minimum score of IELTS 5.5 in each element.</p>
<p><strong>Course enquiries</strong></p>
<p>For further information about the programme or entry requirements, please email us at <a href=""mailto:admissions@bathspa.ac.uk"" target=""_blank"">admissions@bathspa.ac.uk</a>.</p></div>","<div class=""collapsible-content-text""><p>Throughout this music degree you’ll study practical performance in areas such as classical music, jazz and contemporary styles, instrumental and vocal studies, composition and musical contexts from medieval through to the present day. </p>
<p>You can also study areas such as music psychology, community music, world music and issues within the music industry.</p>
<p>We currently have over 20 ensembles open to all students, including numerous choirs, symphony and chamber orchestra, wind band and jazz big band, jazz small groups, our own Javanese Gamelan, brass, wind and string ensembles, folk, and experimental music groups.</p></div>","<div class=""collapsible-content-text""><p><strong>Year one</strong><br>You’ll study performance, including regular one-to-one instrumental/vocal lessons, composition in a wide range of styles and genres, music technology in our industry-standard labs, world music lectures and practical workshops, musicology lectures and seminars, research and study skills.</p>
<p><strong>Year two</strong><br>You’ll develop skills in teaching and in the area of music management and promotion through the professional module, and have the option to undertake a placement in a musical organisation. You'll continue to develop your musical skills, and increasingly specialise in areas of particular strength and interest.</p>
<p><strong>Year three</strong><br>You’ll have the freedom for creative output in a wide range of specialisms, depending on your career aspirations and goals. You'll also choose from a wide range of supporting modules designed to prepare you for the professional world of music.</p></div>","<div class=""collapsible-content-text""><p>Graduates from BA (Hons) Music at Bath Spa go on to successful careers in a range of roles including those in education, special needs and community music, performance, composition, promotion, publishing and other aspects of the music business.</p></div>"
"Media Communications and Sociology, BA/BSc (Hons)",,,"https://www.bathspa.ac.uk/courses/ug-media-communications-and-sociology/",,,,"Undergraduate degree - combined honours",,,,,,,14500,9250,"Annual",2020,"Pound",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""collapsible-content-text""><p>We accept a wide range of qualifications for entry to our undergraduate programmes. The main ones are listed below:</p>
<ul>
<li>A Level - grades BCC-CCC preferred.</li>
<li>BTEC - Extended Diploma grades from Distinction, Merit, Merit (DMM) to Merit, Merit, Merit (MMM) accepted in any subject.</li>
<li>International Baccalaureate - a minimum of 27 points are required.</li>
<li>Access to HE courses - typical offers for applicants with Access to HE will be the Access to HE Diploma or Access to HE Certificate (60 credits, 45 of which must be Level 3, including 30 at merit or higher).</li>
</ul>
<p><strong>English Language Requirements for International and EU Applicants</strong></p>
<p>IELTS 6.0 - for visa nationals, with a minimum score of IELTS 5.5 in each element.</p>
<p><strong>Course enquiries</strong></p>
<p>For further information about the programme or entry requirements, please email us at <a href=""mailto:admissions@bathspa.ac.uk"" target=""_blank"">admissions@bathspa.ac.uk</a>.</p></div>,<div class=""collapsible-content-text""><p>We accept a wide range of qualifications for entry to our undergraduate programmes. The main ones are listed below:</p>
<ul>
<li>A Level - grades BCC-CCC preferred.</li>
<li>BTEC - Extended Diploma grades from Distinction, Merit, Merit (DMM) to Merit, Merit, Merit (MMM) accepted in any subject.</li>
<li>International Baccalaureate - a minimum of 27 points are required.</li>
<li>Access to HE courses - typical offers for applicants with Access to HE will be the Access to HE Diploma or Access to HE Certificate (60 credits, 45 of which must be Level 3, including 30 at merit or higher).</li>
</ul>
<p><strong>English Language Requirements for International and EU Applicants</strong></p>
<p>IELTS 6.0 - for visa nationals, with a minimum score of IELTS 5.5 in each element.</p>
<p><strong>Course enquiries</strong></p>
<p>For further information about the programme or entry requirements, please email us at <a href=""mailto:admissions@bathspa.ac.uk"" target=""_blank"">admissions@bathspa.ac.uk</a>.</p></div>","<div class=""collapsible-content-text""><p>Learn to communicate new ideas to audiences – locally and globally. Through academic and practice-based research, you’ll rethink multi-platform media, gender representation and game and music cultures as a force for change in society.</p>
<p>Explore how global media industries shape everyday culture. Examine why the media represents local communities the way that it does, and challenge the ways that social media influences how we perceive, consume and participate in daily life.</p>
<p>Partnering with prominent community and industry groups in Bath and beyond, you’ll build up a portfolio of research and research-led media artefacts, working towards a final-year creative project that communicates original ideas to an industry audience.</p></div>","<div class=""collapsible-content-text""><p><strong>Year one: Media audiences and representations</strong><br>Our Media Communications degree modules equip you with the essential critical toolkit for understanding and analysing today’s media. You’ll examine media fandom, popular cultures and media representations, and use politically motivated tools to gain practical media-making skills. You’ll be introduced to key methods in media research through a series of case studies including gender in the media, television audiences, journalism, media preservation and music cultures.</p>
<p><strong>Year two: Media industries and creative practices</strong><br>You’ll examine global media industries, questioning – for example – how the media transcends the borders of platforms, cultures and countries. Alongside this, you’ll study the impacts of a promotional media culture on everything from production to consumption. You’ll have the opportunity to develop your skills in digital and cross-platform media-making, while further examining these themes in relation to more specific areas, such as stardom and celebrity, music, digital cultures and participatory media.</p>
<p><strong>Year three: Making media making change</strong><br>We'll encourage you to specialise in your passion, and to develop independent research and practice. This takes the form of a dissertation, but with you also transforming your research into an online media project that benefits a wider audience or industry of your choice. This project is complemented by specialist modules in feminism in film, digital innovation and enterprise, music journalism and video games.</p></div>","<div class=""collapsible-content-text""><p>Our Media Communications degree at Bath Spa is ideal for aspiring:</p>
<ul>
<li>Media researchers and creative strategists</li>
<li>Advertisers and digital media marketers</li>
<li>Social media and branding creatives</li>
<li>Academics and media policy-makers of the future.</li>
</ul>
<p>Our Media Communications graduates have gone into digital marketing, social media, publishing, education, PR, media policy and more, and have been employed by companies including Komedia, Conversation Creation, Apollo Strategic Communications and Cognisess.</p></div>"
